id_kabkota,kab_kota,prov,total_prod,loss_drought_nonclimate_rp25,loss_drought_nonclimate_rp50,loss_drought_nonclimate_rp100,loss_drought_nonclimate_rp250,loss_drought_climate_rp25,loss_drought_climate_rp50,loss_drought_climate_rp100,loss_drought_climate_rp250,aal_drought_nonclimate_v2,aal_drought_climate_v2
3310,Klaten,Jawa Tengah,338083.63,1500926630536.6882,1478343904109.3088,1462179287921.0522,1446714479904.2085,1571823084063.378,1548764248145.718,1531794505045.7769,1515184035777.8813,59008860529.7044,61810338853.630936
3371,Magelang,Jawa Tengah,725.68,,,,,,,,,,
3375,Pekalongan,Jawa Tengah,7052.69,,,,,,,,,,
3373,Salatiga,Jawa Tengah,3382.08,,,,,,,,,,
3374,Semarang,Jawa Tengah,15201.27,,,,,,,,,,
3372,Surakarta,Jawa Tengah,135.08,,,,,,,,,,
3376,Tegal,Jawa Tengah,3215.28,,,,,,,,,,
3319,Kudus,Jawa Tengah,195692.08,968246197587.4844,968149321240.7444,968084332737.3923,968025163337.9567,979523160001.0996,977412165512.1952,975963721884.8467,974626789242.0253,38725552599.75085,39086511382.46688
3308,Magelang,Jawa Tengah,169112.19,831039707853.5153,825389899206.6288,821264971862.3229,817257779455.56,845192127370.0054,839925716072.0917,836000734875.5408,832125025532.0988,32982169797.722084,33563688072.51045
3318,Pati,Jawa Tengah,587469.44,2929498547065.313,2925890728056.258,2923420811498.6807,2921136796479.5547,2963710968944.83,2955705954379.9316,2950073114110.6577,2944766837607.3457,117018670458.84332,118186651781.28395
3326,Pekalongan,Jawa Tengah,164951.88,600569919104.0516,593575183445.2029,588792042338.7913,584372953348.6211,632398101584.452,619073782433.9065,609847119285.6147,601253301352.7306,23710273954.869236,24697637816.107147
3327,Pemalang,Jawa Tengah,390777.57,1317371046823.7317,1328190067703.784,1335352660834.6719,1341808180795.0942,1367426179117.5452,1355553787929.9788,1347714874937.4224,1340707305491.8813,53172040036.03711,54174238748.06769
3303,Purbalingga,Jawa Tengah,154076.91,789498315947.342,788124162801.7476,787130384312.2734,786171899640.7922,791841633348.7168,790352488255.1368,789265175378.7615,788210480291.7693,31517091973.483364,31605298422.3867
3306,Purworejo,Jawa Tengah,279100.57,1350240502799.3464,1334547099724.258,1322775144622.1682,1311100577890.6519,1371934081548.388,1357535441171.5461,1346564714028.044,1335541352859.2864,53280516726.069244,54203679615.29642
3317,Rembang,Jawa Tengah,179211.77,895188506617.5616,892966857879.8754,891410135897.2101,889944698380.982,906979297790.192,903830380592.5668,901551556134.9512,899356625182.52,35707281910.2183,36135157512.147675
3322,Semarang,Jawa Tengah,137763.91,,,,,,,,,,
3314,Sragen,Jawa Tengah,626632.73,3197066169654.725,3194999671629.1113,3193582370539.4214,3192269912467.666,3219840235667.3467,3216306344349.002,3213819213450.9937,3211472154927.1636,127790205122.57297,128633856314.00659
3311,Sukoharjo,Jawa Tengah,308529.08,1420442114937.366,1400302003042.5112,1385658297139.837,1371479507355.98,1473730817479.639,1454112771870.086,1439429025849.5276,1424871109133.2375,55894574123.62188,58038529723.57656
3328,Tegal,Jawa Tengah,341113.01,1530892111058.0476,1526676240654.546,1523813610840.3767,1521183027438.3984,1543787813785.306,1531079355581.0847,1522317047353.3706,1514186445130.7207,61047854799.190475,61181909966.31133
3323,Temanggung,Jawa Tengah,56887.24,284163471513.9704,284242783663.29376,284295630741.01776,284343497253.3011,287542807912.0567,287281189139.20465,287104906766.4321,286944452213.71454,11370045996.790361,11490096335.836094
3312,Wonogiri,Jawa Tengah,383143.3,1919165350520.6492,1913261359201.7014,1909065308007.331,1905072113467.7993,1942681202996.3618,1935912095889.9006,1930929602391.3271,1926052798121.062,76498601151.56526,77395299874.29019
3307,Wonosobo,Jawa Tengah,66996.75,,,,,,,,,,
3526,Bangkalan,Jawa Timur,198122.7,944826285063.3096,937638191144.2666,932506643483.8619,927606730930.3688,985158029466.9128,978439989145.1908,973444413844.3774,968521246577.0951,37466135982.18057,39095384168.64168
3510,Banyuwangi,Jawa Timur,462206.0,2269406814958.1475,2261777936546.489,2256442304820.1113,2251426777755.296,2314918470779.033,2302400435139.949,2293050514456.852,2283778165445.0044,90432263080.62677,92016042508.65941
3505,Blitar,Jawa Timur,215482.8,1034535690684.168,1024277596033.3552,1016769286491.5138,1009461645589.0339,1051879420945.2708,1039326495624.7219,1029730666819.391,1020061510629.6061,40909906658.397354,41486967552.78591
3522,Bojonegoro,Jawa Timur,704288.9,3547104403705.197,3538756460012.085,3532861493553.482,3527279090372.6733,3588559807572.189,3578089664056.9653,3570411667377.4927,3562929014644.636,141506236518.2698,143060739478.10876
3511,Bondowoso,Jawa Timur,238677.7,1215636218739.0837,1213819984988.7302,1212541314696.647,1211333240503.6763,1231198874776.2747,1229364175031.5657,1227993888039.398,1226635771922.801,48543325163.320694,49162852881.01103
3525,Gresik,Jawa Timur,411242.2,2020556213246.0115,2009368501643.9998,2001325687535.7905,1993604442473.0615,2071427029891.9382,2059874812603.7595,2051172293792.3872,2042508837568.6694,80311926254.71786,82319332701.29556
,,Jawa Timur,,,,,,,,,,,
,,Jawa Timur,,,,,,,,,,,
3509,Jember,Jawa Timur,607371.2,2918647933644.3403,2888916217311.006,2867082712220.451,2845779197873.0146,3000465575690.2637,2966022230037.556,2939076055158.2446,2911424548497.2935,115377338678.98322,118387569488.21298
3517,Jombang,Jawa Timur,337172.1,1710740182163.5652,1707574123332.2905,1705338189682.2288,1703220654013.9944,1723813365040.9336,1719356895101.266,1716052200499.0417,1712797679244.4822,68286263767.175804,68746488435.63205
3506,Kediri,Jawa Timur,168853.6,821626905196.1458,817181628357.3049,814021592231.8849,811013901235.3722,834159713590.8387,828198178557.2063,823774872866.6589,819415975422.9034,32663263523.82372,33090680625.160076
3579,Batu,Jawa Timur,6762.57,,,,,,,,,,
3572,Blitar,Jawa Timur,5212.13,,,,,,,,,,
3571,Kediri,Jawa Timur,10197.5,46688445045.584206,46177914265.19627,45814358400.19916,45467892872.716156,48069036862.57515,47419965117.56305,46939317178.07483,46466478121.47983,1844343281.7443929,1892769729.6641548
3577,Madiun,Jawa Timur,11453.92,,,,,,,,,,
3573,Malang,Jawa Timur,10771.15,,,,,,,,,,
3576,Mojokerto,Jawa Timur,5032.96,,,,,,,,,,
3575,Pasuruan,Jawa Timur,7293.69,,,,,,,,,,
3574,Probolinggo,Jawa Timur,8103.92,,,,,,,,,,
3578,Surabaya,Jawa Timur,8117.31,,,,,,,,,,
3524,Lamongan,Jawa Timur,903882.3,4449975625216.066,4437430753237.693,4428701376533.101,4420527598519.245,4561921773776.224,4544854910385.805,4532428845823.032,4520383889852.827,177434521752.6256,181694159389.10336
3508,Lumajang,Jawa Timur,300829.0,1420567948560.5452,1402087232141.1504,1388469868807.0974,1375149318915.9075,1468052732906.9536,1446712976001.815,1429982972185.57,1412794998865.669,55970792150.590836,57710650738.64101
3519,Madiun,Jawa Timur,401573.7,1940801280208.5767,1930807137526.5742,1923758355073.6062,1917089820553.2395,1974723469406.2158,1961153323707.462,1951218553028.2935,1941533705225.5586,77179815449.4459,78365018910.47934
3520,Magetan,Jawa Timur,266699.9,1349399048011.191,1346968188600.4214,1345261817267.286,1343653284450.2244,1360547677400.6553,1357280468048.8137,1354903976345.6797,1352599781860.406,53866180838.40809,54272114078.52704
3507,Malang,Jawa Timur,271606.8,1292133956512.1694,1276944714598.0906,1265770775025.103,1254853668413.041,1317211902267.771,1298361793377.968,1283811079449.0996,1269041884130.3928,50985652163.185165,51801327747.852776
3516,Mojokerto,Jawa Timur,281829.4,1403355941599.294,1398881753128.8916,1395719950366.2961,1392724137328.5605,1423249388958.9954,1417126584580.122,1412579277955.457,1408096616730.1973,55931614277.15661,56646703199.04682
3518,Nganjuk,Jawa Timur,376476.4,1878585787606.1218,1873103918329.1533,1869238016458.3071,1865580865716.9934,1898950064334.8945,1891394178096.429,1885838407789.1106,1880402918471.2815,74895386842.68393,75609941006.40724
3521,Ngawi,Jawa Timur,755939.0,3860444866954.6807,3856145897379.459,3853142586250.347,3850321831259.287,3884291271120.62,3878534569931.3438,3874392396408.816,3870413629617.257,154224030639.0565,155108965838.76767
3501,Pacitan,Jawa Timur,90428.21,,,,,,,,,,
3528,Pamekasan,Jawa Timur,107648.7,502848701986.23804,498525249760.75165,495456785554.8583,492539993076.16766,532538283325.27954,529312752639.27045,526938021077.50116,524610318719.01013,19917800002.245697,21152850522.494934
3514,Pasuruan,Jawa Timur,247255.7,1219309675273.835,1214599183520.9688,1211271201081.7305,1208118547560.746,1243493194629.9087,1237395810640.532,1232852129688.386,1228358339074.843,48559083947.13194,49457194516.93805
3502,Ponorogo,Jawa Timur,359413.8,1752209451403.366,1745741313103.2112,1741221741551.3748,1736976382816.7307,1782552966267.236,1773561967773.1084,1767043895985.6238,1760735212693.235,69796822822.70995,70890456836.00662
3513,Probolinggo,Jawa Timur,185412.5,896756513718.2255,893568847067.5918,891354624452.4368,889284154358.3334,929383608486.1766,925428567259.6355,922530200869.065,919698462192.6642,35726923919.32396,36993395436.057465
3527,Sampang,Jawa Timur,172494.4,,,,,,,,,,
3515,Sidoarjo,Jawa Timur,194540.5,962721707017.4341,959721894311.2098,957617537318.593,955634876740.9738,979877756710.8474,975728688262.0153,972670794616.5377,969673591457.913,38373429920.57806,39003789388.1764
3512,Situbondo,Jawa Timur,141628.0,716084559898.0227,714713438827.2275,713749273144.5625,712839166252.9845,729291155555.5741,728135518994.4258,727280619751.7825,726439995632.4202,28581415530.316032,29118269267.91333
3529,Sumenep,Jawa Timur,230581.3,,,,,,,,,,
3503,Trenggalek,Jawa Timur,115758.0,541994853548.1568,537849574411.29944,534922252326.70056,532150243849.5932,557302123799.1301,552203088384.1139,548470784298.9711,544831026547.2064,21492121877.21182,22057651023.975227
3523,Tuban,Jawa Timur,498938.6,2535219958810.1777,2529052583767.888,2524610557566.2876,2520339767429.151,2561239901237.051,2554752081527.8965,2549886625966.442,2545065959241.1543,101127251177.15445,102148234957.70857
3504,Tulungagung,Jawa Timur,207217.3,,,,,,,,,,
6107,Bengkayang,Kalimantan Barat,32340.73,,,,,,,,,,
,,Kalimantan Barat,,,,,,,,,,,
6106,Kapuas Hulu,Kalimantan Barat,15174.03,,,,,,,,,,
6111,Kayong Utara,Kalimantan Barat,42280.23,,,,,,,,,,
6104,Ketapang,Kalimantan Barat,105650.43,402782491992.19037,398950626942.1121,396332036872.98236,393913946545.8392,376756333581.90906,372823928894.0474,370089902677.4376,367523509712.7286,15940138244.858318,14893306058.638405
6171,Pontianak,Kalimantan Barat,457.53,,,,,,,,,,
6172,Singkawang,Kalimantan Barat,12166.26,,,,,,,,,,
6112,Kubu Raya,Kalimantan Barat,70329.98,,,,,,,,,,
6108,Landak,Kalimantan Barat,93452.27,413631128327.90204,404326599178.4282,397471859426.50275,390768768642.03217,336869670678.9576,320690965894.2335,309186497529.78296,298270626203.786,16116366526.86169,12740447558.867844
6110,Melawi,Kalimantan Barat,7952.03,,,,,,,,,,
6102,Mempawah,Kalimantan Barat,50190.35,,,,,,,,,,
6101,Sambas,Kalimantan Barat,176541.14,825964699420.6915,810993358308.8258,799701161051.6316,788457091981.645,700640411298.9911,664414091183.6337,637656257387.8354,611552494805.5026,32341356301.12387,26354733003.48562
6103,Sanggau,Kalimantan Barat,64116.98,306708292520.5929,306223700131.25183,305894467111.9005,305591788076.44244,286744517804.99414,285986654141.15674,285462961210.86664,284974136081.75305,12246736680.605007,11435767632.426498
6109,Sekadau,Kalimantan Barat,29270.04,144839505916.9013,144233279602.9614,143801517405.02435,143389970235.73352,140107367648.76984,138962756969.2427,138140789086.76337,137351422870.49901,5766036184.103764,5552101303.81394
6105,Sintang,Kalimantan Barat,31303.8,,,,,,,,,,
6311,Balangan,Kalimantan Selatan,15548.9,78504558161.66449,78662077410.80904,78762246593.90616,78849790422.96938,77582851543.66881,77645313509.88564,77684950652.10611,77719408943.93622,3147023248.490815,3106023685.909375
6304,Barito Kuala,Kalimantan Selatan,186867.79,966408455915.9108,966490812995.2152,966545521824.9385,966594959040.69,966529456543.0457,966352937859.6906,966232618087.051,966121747274.3527,38659975641.97167,38653301808.942696
6306,Hulu Sungai Selatan,Kalimantan Selatan,58463.58,292816297400.5847,293571838633.6634,294051622121.68915,294470478511.9059,290162079904.677,290691408155.50146,291037624552.8349,291347834399.1804,11745446880.067654,11629727758.596235
