id_kabkota,kab_kota,prov,total_prod,loss_flood_nonclimate_rp25,loss_flood_nonclimate_rp50,loss_flood_nonclimate_rp100,loss_flood_nonclimate_rp250,loss_flood_climate_rp25,loss_flood_climate_rp50,loss_flood_climate_rp100,loss_flood_climate_rp250,aal_flood_nonclimate_v2,aal_flood_climate_v2
1502,Merangin,Jambi,23019.21,,,,,,,,,,
1505,Muaro Jambi,Jambi,18599.51,,,,,,,,,,
1503,Sarolangun,Jambi,13470.68,,,,,,,,,,
1506,Tanjung Jabung Barat,Jambi,14339.58,,,,,,,,,,
1507,Tanjung Jabung Timur,Jambi,24562.32,,,,,,,,,,
1509,Tebo,Jambi,19561.77,,,,,,,,,,
3204,Bandung,Jawa Barat,289205.7,1195301058008.8271,1285258454876.0518,1309116073195.8943,1341207283415.6235,1313275532191.4824,1343523681474.6787,1368143761383.6763,1415619446260.8313,51093266972.70557,54140096758.93024
3217,Bandung Barat,Jawa Barat,153648.29,893198260547.451,922207663365.6731,927440712701.5952,933735410356.7551,927249888104.6421,933265431923.4922,937325154059.0565,943889803088.574,36720771130.06965,37377310213.99127
3216,Bekasi,Jawa Barat,555747.09,1663749527464.9277,1916887199725.37,1974604945332.8718,2044839454364.3274,1939201246679.8047,2000412882699.4087,2048945363850.9172,2135795769562.016,75501519013.74309,80740339005.03064
3201,Bogor,Jawa Barat,299893.8,1546289597848.687,1614331389644.8938,1628194692034.475,1643569639856.338,1617426651522.7146,1631734009219.9666,1642259859291.2097,1663188305008.2075,64208411838.43045,65430673662.91378
3207,Ciamis,Jawa Barat,305676.17,1547937689719.4695,1622903850138.5693,1662315807743.0664,1710871927936.9026,1661288028923.705,1710025681385.3406,1746348970322.1543,1809718813138.788,65097564606.776085,68902088964.56592
3203,Cianjur,Jawa Barat,617941.03,3215451962831.552,3430322790314.529,3443458993770.6963,3462289116900.552,3451642515248.651,3470065650745.52,3481515513109.447,3513721930792.382,135393057251.50288,139015587534.09158
3209,Cirebon,Jawa Barat,494699.98,1312493623002.8618,1620911230218.1443,1650763516903.701,1690292603064.7236,1645547255194.3408,1682604026626.6116,1702611437243.2764,1761987158148.8574,62476761039.98346,67649334556.33079
3205,Garut,Jawa Barat,441316.2,2487561708999.736,2586422329762.608,2596747240858.116,2609545454859.887,2598911053746.3296,2611604797333.8457,2621188651614.6987,2640172163201.4404,102712748147.3206,104613896852.79865
3212,Indramayu,Jawa Barat,1482255.86,3629636152648.113,4749450917878.134,4903075282726.019,5083535403952.417,4860925924666.286,5038288988488.9375,5157577113153.316,5416575039857.994,182347475384.1282,203360236258.2294
3215,Karawang,Jawa Barat,1226880.08,2765610390802.942,3687482556917.756,3745664155047.5225,3818215891387.559,3711374874201.919,3773052058787.9326,3822523767145.202,3920972067307.4287,139661166741.88885,151736524232.1518
3273,Bandung,Jawa Barat,7186.11,22211519945.0601,25095832800.697674,25944429125.61414,27107396220.77987,25934705310.339233,27037242265.28092,28102372220.383778,30043107451.65626,995859898.0114384,1100026417.00727
3279,Banjar,Jawa Barat,31271.18,159516165097.5664,166565460588.6869,170677008824.63214,175583674516.48206,171020279284.07538,175989360158.96454,179637687759.23352,186491348769.21048,6688145352.018399,7092584138.683564
3275,Bekasi,Jawa Barat,1868.44,8241681291.07426,8501074037.204414,8612637369.292921,8749811717.082708,8532308872.7222185,8635298904.501163,8737785279.3305,8872211596.192173,340082704.44273114,346860335.70272887
3271,Bogor,Jawa Barat,173.99,812235963.1248608,863574114.7137209,868182577.290353,875544037.254804,863081272.0608797,871864525.9972231,876551676.5300266,885461633.2072604,34150240.23106087,34919425.45525818
3277,Cimahi,Jawa Barat,338.03,,,,,,,,,,
3274,Cirebon,Jawa Barat,861.82,3040827136.3733554,3268700692.5565624,3336294132.054496,3415786684.483894,3317838479.2269497,3399666392.919202,3456214472.1925488,3581811948.5539374,130039641.59990521,136895780.10347548
3276,Depok,Jawa Barat,72.13,279793904.9181203,302336395.37462217,303784906.35134953,305070634.8536418,301650027.21929824,303569862.43236923,304763652.3336612,305663794.38507396,11898758.674586827,12147803.988043327
3272,Sukabumi,Jawa Barat,13254.34,56433514558.53339,61810453131.71961,62089335781.16568,62272612971.73184,62139374023.07835,62245712922.73084,62201950896.94532,62479667412.17987,2424114919.6125765,2490052713.132568
3278,Tasikmalaya,Jawa Barat,54233.66,233162070302.3443,256114663059.90295,257633366463.99515,259902651574.40082,257748286787.65274,259988902327.61908,262339367475.3776,265649199205.06213,10053726141.654755,10435575737.02927
3208,Kuningan,Jawa Barat,277583.76,1461351025574.0789,1527291272177.5156,1540052662511.6343,1556165665389.228,1545239092109.7314,1562188723648.8076,1577248382347.2117,1604825049709.3083,60736460296.22121,62736984182.57228
3210,Majalengka,Jawa Barat,566087.34,2305829210281.181,2542773286737.1025,2599751755699.868,2667073895111.286,2592202048267.207,2659144842226.7437,2699047136523.056,2798266787345.9507,100667422715.24629,106989437719.67934
3218,Pangandaran,Jawa Barat,148670.61,549847674999.4939,601598685820.4955,625092188778.1414,658615975665.634,615238940526.6332,644776968903.6798,670629391480.9437,716805616857.777,24133506377.18694,26206718388.673515
3214,Purwakarta,Jawa Barat,188731.69,983664416284.4276,1026669480253.3127,1034061698924.4644,1044463124097.2767,1029937712358.6199,1037866020610.9519,1044945422471.1421,1058936338752.159,40820421826.72062,41639485183.78473
3213,Subang,Jawa Barat,1038780.58,3185978022030.023,3822765103396.526,3861525830388.707,3914813642932.752,3840865233773.999,3887534639329.156,3928366661894.764,4006969680061.704,147497158914.88705,156197392983.26736
3202,Sukabumi,Jawa Barat,508220.48,2786793138049.371,2898573588606.8354,2926749130915.837,2964288149461.6655,2920687619423.967,2950997881199.501,2974303690264.71,3016592647066.254,115510545303.1546,118382422463.81364
3211,Sumedang,Jawa Barat,298163.0,1631583695535.8206,1694483335221.8389,1705824315505.6936,1722226717460.656,1703126266265.815,1718346185038.6023,1730345271399.3635,1754231090687.2544,67435268529.95592,68928835244.24287
3206,Tasikmalaya,Jawa Barat,430961.73,2410494349489.209,2502933411993.3247,2512589575409.8076,2526952420381.8945,2510050219474.8564,2524411574415.732,2538808277822.281,2561278526350.3706,99438328220.74368,101206091718.0154
3304,Banjarnegara,Jawa Tengah,109047.94,627258539908.921,652843191806.9803,659269729240.603,667675451669.1754,658965217854.1249,666230751395.0105,672043335300.9824,683062098840.1709,26013119271.802967,26740894823.75546
3302,Banyumas,Jawa Tengah,275622.59,1267719331388.7058,1367773730512.1482,1388473829805.2986,1413514356958.594,1387777395989.2642,1410493593970.511,1427660215700.297,1459097904272.5474,54196190408.72183,56670144924.96052
3325,Batang,Jawa Tengah,130915.33,550872681429.4828,588823194589.4115,596113576284.67,607230372718.5414,597635936909.6525,607063238855.0721,614099455607.1481,630039183630.2561,23360595952.443153,24405377882.19158
3316,Blora,Jawa Tengah,481758.33,1765543604293.6082,1962157042902.4087,1991364241486.2883,2028650047113.371,1980201369493.0002,2013659676781.9956,2040539424546.8994,2090232552710.9045,77219255948.15613,80962852112.01146
3309,Boyolali,Jawa Tengah,293909.04,1267610137716.1648,1373906367912.2734,1389475006552.248,1406710597393.6736,1387836518131.9766,1403729671522.9216,1415711787085.8237,1438791305469.4697,54247471130.019455,56331543689.13647
3329,Brebes,Jawa Tengah,442225.87,1528282003911.1282,1814214849948.9177,1834018537082.1802,1858413644173.4138,1841904425794.582,1868898437771.4797,1888364767965.7603,1931026506222.3577,70177086594.21638,75076624511.8006
3301,Cilacap,Jawa Tengah,761355.92,2606776805125.865,2946146832782.785,3014521143663.983,3109485810661.904,3007486936826.7153,3093874533656.27,3170392541175.506,3318223303351.2114,116142540366.94562,125073690825.97374
3321,Demak,Jawa Tengah,615685.96,1313932460306.5833,1774362226761.3716,1826853045475.067,1902296467146.4634,1812792686254.391,1880784739278.005,1937602715919.818,2051127411334.5237,67685657638.31219,76198411558.4142
3315,Grobogan,Jawa Tengah,778895.15,2675694492215.526,3097001803344.7334,3158747521189.12,3236282658605.607,3135053001659.894,3207001741344.0776,3260123616154.0986,3362660236918.408,121135930752.07848,129075166724.42174
3320,Jepara,Jawa Tengah,203279.05,671043055916.1256,770047312658.026,779476602998.6221,791736959241.6437,777337829979.2186,788850971903.6947,801271788278.0026,820630192501.6403,30039111787.712128,31760728532.08311
3313,Karanganyar,Jawa Tengah,268582.78,1198890684345.5857,1299191330637.598,1302755965443.616,1311309027800.1672,1298313138377.4136,1302850928645.9038,1309022264504.8154,1319559686888.1558,51077987721.16992,52234991237.71831
3305,Kebumen,Jawa Tengah,424840.1,1574561686295.444,1741237396282.9297,1784100265955.1602,1839186037808.2224,1755070095836.5918,1800692353093.0774,1843250310142.074,1908253092462.1777,69011282199.49722,72664860383.13391
3324,Kendal,Jawa Tengah,161073.29,527411763926.32983,607310955913.11,620401100564.246,638021349182.8035,619781260555.2803,635705097193.0653,648998195594.2344,677224493618.0157,23813140226.753544,25665946083.52877
3310,Klaten,Jawa Tengah,338083.63,1160807732454.5474,1336165063104.5232,1362606365749.6604,1395823422133.9004,1343924244140.565,1374481183551.1267,1397216114819.8088,1437360418152.8237,52322168152.0479,55295712040.30079
3371,Magelang,Jawa Tengah,725.68,4707662896.802661,4848236414.173093,4926078384.727673,4992000481.888064,4872622353.44369,4947660868.464727,4996101405.295382,5063134343.85996,194152805.63166085,198351888.21079057
3375,Pekalongan,Jawa Tengah,7052.69,27419439143.838203,28996316953.4916,29937813289.092354,31104366858.63577,29924587113.61277,30927454621.690556,31648543565.320915,33028369984.154118,1166372220.0639453,1247544628.8731322
3373,Salatiga,Jawa Tengah,3382.08,16019484003.033894,16877386614.91708,16931738792.156565,16967271369.63416,16897935755.191725,16947089913.34116,16981033051.659918,17021662433.888105,667580449.1787868,678185607.7025307
3374,Semarang,Jawa Tengah,15201.27,65781976110.56034,71287028528.72786,71621676948.17961,72050146483.91495,71716282284.29292,72063133102.37206,72383194015.31396,73323087178.66167,2804449630.009363,2890436981.7516537
3372,Surakarta,Jawa Tengah,135.08,611691378.0322831,642762761.6458044,663415957.3105859,686513523.1971471,658083275.0787466,677310952.7653412,694081421.5457276,722143153.9202068,25871277.525874615,27348150.492074855
3376,Tegal,Jawa Tengah,3215.28,13364954706.073496,14250404130.673187,14560670951.27372,14876228687.255852,14697048016.896994,15041679465.721382,15295807792.485916,15798327212.010662,568024577.4418135,605550424.9787526
3319,Kudus,Jawa Tengah,195692.08,568261098186.5322,671366248970.207,684884621839.7451,702012717247.8713,682240805255.6951,699311670183.3514,712769725683.7709,738032143404.0787,26146270711.871487,28180465914.605938
3308,Magelang,Jawa Tengah,169112.19,931264636978.0442,976772352334.4738,981695219058.3383,988649183454.078,978475511723.6158,984501636393.2155,990131735386.9845,995723773230.7211,38738337691.4428,39443399958.845314
3318,Pati,Jawa Tengah,587469.44,1699267324826.1726,2033382890278.8567,2072974733683.0972,2124720278112.9622,2062801267767.1758,2113335817292.3833,2151944471363.3438,2223104844952.536,78950256418.70009,85105339622.63202
3326,Pekalongan,Jawa Tengah,164951.88,639315541590.5436,709116201239.7771,718276395833.0907,731055374365.8756,718565929770.2747,729379625052.9783,738583428078.884,756203587628.0072,27893497221.727943,29328446211.52454
3327,Pemalang,Jawa Tengah,390777.57,1384909527814.1838,1584588479572.8354,1606015278754.8005,1633117162924.7563,1608497589241.2017,1634847197415.5422,1656732899545.1748,1700040048123.7588,61897864842.24607,65761827386.87287
3303,Purbalingga,Jawa Tengah,154076.91,811003858878.5449,854528229208.4772,869754672252.6272,888422896791.0444,870525719875.6533,886794170227.7654,898772196343.8693,920011368387.4514,34104959682.470936,35637426901.63613
3306,Purworejo,Jawa Tengah,279100.57,1192320594532.9714,1283032448398.3975,1317891846925.0127,1360831907300.78,1294717963696.4385,1332619700867.0872,1365297945368.2466,1415708099024.9495,51237650797.81123,53768815406.09131
3317,Rembang,Jawa Tengah,179211.77,662091569289.3704,730358485534.3315,738217058050.1609,748368094864.4705,735562809613.9435,744721777299.0638,752487102302.3127,765209534975.5588,28720606104.361256,29902818318.872807
3322,Semarang,Jawa Tengah,137763.91,672056501384.2532,705856216569.6713,712469760027.4708,719669730724.5345,711335437774.3147,717978202913.2213,723009629135.0005,733312500518.639,28045854457.679108,28800291958.151947
3314,Sragen,Jawa Tengah,626632.73,2498722876099.2676,2776229452791.911,2826405810138.259,2882647047572.387,2791097960602.7725,2850381299081.5835,2893273962543.0596,2964555642012.7607,109420446366.98413,114564780286.68527
3311,Sukoharjo,Jawa Tengah,308529.08,1191900865577.0237,1332159622683.5286,1372949053686.3845,1422325933594.7917,1341715536980.3582,1389337697868.4578,1426066909515.7283,1485831621757.5737,52841276960.67778,56066577466.25929
3328,Tegal,Jawa Tengah,341113.01,1154336022053.8774,1376007211337.4458,1381430891456.6206,1388832146865.521,1385508400225.6558,1396342435581.3284,1403846862575.3596,1422891856984.7375,52956740550.31207,55991238435.47253
3323,Temanggung,Jawa Tengah,56887.24,310176007538.94275,321844373294.47455,324421704571.9853,326601631068.9709,323257498775.8355,325546671631.4349,327557130883.2771,328936624794.3423,12811010728.865223,13038788482.856491
3312,Wonogiri,Jawa Tengah,383143.3,1891475178840.5735,1981424236053.888,2000578972255.8652,2024079409120.7292,1984524151217.028,2008671550167.8335,2026614247147.2988,2059600508056.6301,78809302971.10608,80605432298.26259
3307,Wonosobo,Jawa Tengah,66996.75,426209173083.0173,433938234774.0934,436490503128.86017,440195008470.6737,435761658757.9398,439112034831.3316,441982019205.32446,446608596268.43677,17344454336.76717,17606413437.571026
3526,Bangkalan,Jawa Timur,198122.7,544412736240.8012,660473124114.9841,672950104295.1575,688728675917.9885,668525292325.6807,683527341578.2455,694678117712.5668,715679086136.0983,25555925789.919956,27505341591.58371
3510,Banyuwangi,Jawa Timur,462206.0,1520736627002.574,1823184043715.0098,1829022770932.9905,1838586792660.8987,1829314592960.7427,1839052585674.9656,1845291780044.3142,1860764777363.48,70057416641.84111,73666622396.63078
3505,Blitar,Jawa Timur,215482.8,1139892282035.1929,1215893556020.213,1250676252216.065,1290158474590.7405,1229684336606.0437,1265423735398.6401,1291261907655.0974,1335068338624.5957,48673845500.51882,50953773028.652985
3522,Bojonegoro,Jawa Timur,704288.9,2394678681720.33,2752971640683.2476,2819589690938.7227,2907040517370.221,2780378260370.7856,2856998366660.2227,2920640963557.3154,3029399862426.316,108147362576.55334,115229684849.05392
3511,Bondowoso,Jawa Timur,238677.7,1001487129448.6353,1108659867811.9182,1115614803129.7427,1127244268085.3882,1117886156944.6763,1129063228806.5498,1137818279857.4263,1156212257060.121,43460397613.30078,45310842039.82527
3525,Gresik,Jawa Timur,411242.2,1071031541646.3701,1324479853963.1604,1341377793905.6162,1365509735563.5762,1335515391210.5413,1357025214693.1895,1374669741918.1487,1408174211323.6868,50867103726.10107,54565109547.11425
,,Jawa Timur,,,,,,,,,,,
,,Jawa Timur,,,,,,,,,,,
3509,Jember,Jawa Timur,607371.2,2213856660332.756,2515583851498.543,2558455667911.706,2614165464472.584,2553122682641.7915,2607087081793.4316,2644713022001.655,2716878032908.671,98639127970.40742,104813383459.69331
3517,Jombang,Jawa Timur,337172.1,1065111079464.0747,1236694157549.471,1273559266254.77,1322510221839.258,1253150589435.1028,1295266664578.762,1329928973075.489,1386369396985.629,48647568840.795784,52304523426.535774
3506,Kediri,Jawa Timur,168853.6,531632768471.48395,628699252418.3585,635215555385.2924,644561330928.5316,632409162244.1295,640203768656.0242,647674053953.0881,659043356914.8239,24340470230.572277,25721844082.31013
3579,Batu,Jawa Timur,6762.57,41279762271.07421,42224910407.93793,42356875786.860756,42431472404.79489,42294791544.32744,42398470877.68582,42488023608.10458,42753042882.865234,1682046591.9582613,1698100467.653455
3572,Blitar,Jawa Timur,5212.13,15135074611.875135,18560394876.019234,18494740674.98753,18559813921.839382,18508918720.023483,18581248179.052013,18572421924.7848,18606780327.347614,707633292.1118158,742634747.5757267
3571,Kediri,Jawa Timur,10197.5,39742761956.35984,44133381120.35803,44633395786.83343,45243969158.04212,44455140226.59161,44973570966.82338,45475352118.397,46345935969.46354,1733203286.769931,1807379335.5016878
3577,Madiun,Jawa Timur,11453.92,48722780081.79112,51822380342.72124,53226636174.999016,54976389743.4929,52530644765.71071,54223737694.337364,55553039556.82184,57723882689.69424,2075211323.5631723,2187154008.354602
3573,Malang,Jawa Timur,10771.15,59818439365.76681,62803457862.556366,62847281488.39853,63314632781.66614,62765707433.83109,63029687391.74241,63388610212.69195,63663913297.53889,2486216942.974865,2525858659.998755
3576,Mojokerto,Jawa Timur,5032.96,23235800193.716644,24065704424.30403,24448903820.098625,24915631627.51065,24261003608.956314,24682441419.06742,24990306118.49411,25551387993.54114,963344220.2550905,991628822.2783153
3575,Pasuruan,Jawa Timur,7293.69,27113826638.378323,29656823089.798862,30160095043.23938,30872508426.03672,29884917324.402954,30494269378.53646,31048242247.725178,32002910657.624367,1173378932.0589383,1228669526.5072484
3574,Probolinggo,Jawa Timur,8103.92,20223900811.907314,25047521877.845116,25487443071.602493,25969818823.13912,25203382974.96608,25620094518.67413,26000449461.097206,26740471610.15888,963640112.6215436,1031522144.4896626
3578,Surabaya,Jawa Timur,8117.31,26882127055.42661,29481259806.618267,29961926864.771355,30564243335.316692,29785617753.895817,30413199531.69966,30813794554.45485,31633977123.82432,1164685285.918928,1222002366.816862
3524,Lamongan,Jawa Timur,903882.3,2284639112945.8604,2816364237720.3887,2868639283238.8574,2939520386489.6123,2844346083620.105,2909865366693.9395,2961521401406.8345,3048626961672.639,108617611666.60258,117124001279.57329
3508,Lumajang,Jawa Timur,300829.0,1107705931122.2068,1247907356521.3252,1263083491250.4177,1283403400696.668,1251833714253.4739,1268791559323.7485,1282172795484.0964,1303877000135.6018,48884161393.92197,50934731897.21295
3519,Madiun,Jawa Timur,401573.7,1355773302037.43,1567511698208.0737,1595495401296.4224,1631986277936.7485,1582231215848.6892,1614910853462.7844,1643088917536.0334,1693743511382.0693,61258275649.42403,65046890880.39141
3520,Magetan,Jawa Timur,266699.9,1069316974713.3572,1196051336542.5571,1211317080278.9998,1232058372376.698,1203107920105.359,1222683295654.4807,1238522146821.7468,1268208279384.3145,46948885044.14081,49156963766.13498
3507,Malang,Jawa Timur,271606.8,1479305726568.065,1565063396975.9438,1567970834970.059,1573529266170.2468,1566544251156.492,1569869882350.3687,1573452915680.906,1579443246140.0518,61827479763.272,62857216795.24806
3516,Mojokerto,Jawa Timur,281829.4,1059943614516.5654,1173725614345.8284,1192268166220.766,1218312859441.7278,1182223462458.629,1203867226261.8186,1223155913565.632,1256517008612.8438,46271655706.2113,48461109387.32853
3518,Nganjuk,Jawa Timur,376476.4,1338509058076.0962,1502538273903.6985,1539810417106.0002,1584090322032.4673,1523326801286.4724,1563874833690.8884,1594803444630.0908,1646443179591.9749,59330280280.391716,62974920332.412605
3521,Ngawi,Jawa Timur,755939.0,3404121265918.427,3770643192952.6763,3864659627376.111,3981616406817.171,3812337822371.8325,3924233396289.3896,4013564634103.383,4165227919780.016,149389452420.2035,158251991679.34634
3501,Pacitan,Jawa Timur,90428.21,612316628815.6674,624360773215.0835,632196296887.5918,642238118405.027,629318454340.941,638292024420.6294,645095017497.5076,657157828923.6179,25041815090.31885,25628429852.16424
3528,Pamekasan,Jawa Timur,107648.7,341004122015.62506,400183907304.6645,409622775883.1693,420988491721.85913,409417131950.1731,419723129485.4944,427210179619.4175,442529811629.06586,15636701478.844585,16905408380.14295
3514,Pasuruan,Jawa Timur,247255.7,826616509045.2382,940845490264.711,953057472491.8756,967959347610.6852,945845280220.5133,960550690363.527,971827015728.0226,993347056534.07,36779022657.63284,38594758679.2207
3502,Ponorogo,Jawa Timur,359413.8,1451867398866.343,1591034800391.0854,1622001377687.9517,1659645215210.9236,1605224851643.413,1641087845054.7385,1667739910214.628,1713063918399.966,62977723522.509796,66001932902.77199
3513,Probolinggo,Jawa Timur,185412.5,635929019989.4462,737083693027.4309,740494497881.6855,746558538455.2815,739315958656.0435,744284502591.093,749325830594.2621,759429073866.5012,28565411347.54638,29868037287.246433
3527,Sampang,Jawa Timur,172494.4,527411031859.58887,610816351848.1461,621701137542.4343,638006714289.3645,622041355442.5562,637647136599.9952,649397284380.0231,669499445266.4653,23876011696.683105,25666794995.33093
3515,Sidoarjo,Jawa Timur,194540.5,517526008174.3328,621605075133.6515,637619550327.2662,659093336925.4663,632713456997.8796,651820664663.6567,668366786964.5573,700551334661.1918,24213945969.844494,26355238178.278446
3512,Situbondo,Jawa Timur,141628.0,471165050310.0418,557677435741.0286,558471431571.0077,561072943705.3367,558855688486.6914,561500711268.6793,563684032073.6584,576553677960.2166,21472094097.721264,22556415556.207886
3529,Sumenep,Jawa Timur,230581.3,593281295586.0424,718235688993.6938,731352174073.2961,749897985730.4801,735236831430.4904,754236861666.211,769583774842.3344,799182944408.3892,27806451583.46556,30416872048.89547
